Student ID,School ID,Condition,Preference Rank
155,2,true,4
155,1,true,5
156,3,true,1
156,0,true,2
156,4,true,3
156,2,true,4
156,1,true,5
157,3,true,1
157,4,true,2
157,0,true,3
157,2,true,4
157,1,true,5
158,4,true,1
158,0,true,2
158,2,true,3
158,3,true,4
158,1,true,5
159,0,true,1
159,4,true,2
159,2,true,3
159,3,true,4
159,1,true,5
160,3,true,1
160,0,true,2
160,4,true,3
160,2,true,4
160,1,true,5
161,4,true,1
161,0,true,2
161,2,true,3
161,1,true,4
161,3,true,5
162,4,true,1
162,2,true,2
162,0,true,3
162,3,true,4
162,1,true,5
163,2,true,1
163,4,true,2
163,1,true,3
163,0,true,4
163,3,true,5
164,3,true,1
164,0,true,2
164,4,true,3
164,2,true,4
164,1,true,5
165,1,true,1
165,0,true,2
165,4,true,3
165,2,true,4
165,3,true,5
166,4,true,1
166,3,true,2
166,0,true,3
166,2,true,4
166,1,true,5
167,0,true,1
167,2,true,2
167,4,true,3
167,1,true,4
167,3,true,5
168,2,true,1
168,0,true,2
168,4,true,3
168,1,true,4
168,3,true,5
169,1,true,1
169,0,true,2
169,3,true,3
169,2,true,4
169,4,true,5
170,3,true,1
170,0,true,2
170,4,true,3
170,1,true,4
170,2,true,5
171,4,true,1
171,0,true,2
171,2,true,3
171,1,true,4
171,3,true,5
172,1,true,1
172,0,true,2
172,4,true,3
172,2,true,4
172,3,true,5
173,3,true,1
173,0,true,2
173,4,true,3
173,1,true,4
173,2,true,5
174,4,true,1
174,0,true,2
174,3,true,3
174,2,true,4
174,1,true,5
175,1,true,1
175,0,true,2
175,4,true,3
175,2,true,4
175,3,true,5
176,3,true,1
176,0,true,2
176,4,true,3
176,1,true,4
176,2,true,5
177,4,true,1
177,3,true,2
177,0,true,3
177,2,true,4
177,1,true,5
178,2,true,1
178,0,true,2
178,4,true,3
178,1,true,4
178,3,true,5
179,0,true,1
179,3,true,2
179,4,true,3
179,2,true,4
179,1,true,5
180,1,true,1
180,0,true,2
180,2,true,3
180,4,true,4
180,3,true,5
181,3,true,1
181,0,true,2
181,4,true,3
181,1,true,4
181,2,true,5
182,1,true,1
182,3,true,2
182,0,true,3
182,4,true,4
182,2,true,5
183,3,true,1
183,4,true,2
183,0,true,3
183,2,true,4
183,1,true,5
184,1,true,1
184,0,true,2
184,4,true,3
184,3,true,4
184,2,true,5
185,3,true,1
185,0,true,2
185,1,true,3
185,4,true,4
185,2,true,5
186,1,true,1
186,0,true,2
186,2,true,3
186,4,true,4
186,3,true,5
187,3,true,1
187,0,true,2
187,4,true,3
187,2,true,4
187,1,true,5
188,1,true,1
188,3,true,2
188,0,true,3
188,4,true,4
188,2,true,5
189,3,true,1
189,0,true,2
189,4,true,3
189,2,true,4
189,1,true,5
190,0,true,1
190,1,true,2
190,3,true,3
190,4,true,4
190,2,true,5
191,2,true,1
191,0,true,2
191,4,true,3
191,3,true,4
191,1,true,5
192,3,true,1
192,0,true,2
192,4,true,3
192,2,true,4
192,1,true,5
193,3,true,1
193,0,true,2
193,4,true,3
193,2,true,4
193,1,true,5
194,3,true,1
194,0,true,2
194,4,true,3
194,1,true,4
194,2,true,5
195,3,true,1
195,0,true,2
195,4,true,3
195,1,true,4
195,2,true,5
196,3,true,1
196,4,true,2
196,0,true,3
196,2,true,4
196,1,true,5
197,3,true,1
197,4,true,2
197,0,true,3
197,2,true,4
197,1,true,5
198,0,true,1
198,4,true,2
198,2,true,3
198,1,true,4
198,3,true,5
199,0,true,1
199,3,true,2
199,4,true,3
199,2,true,4
199,1,true,5
200,3,true,1
200,4,true,2
200,0,true,3
200,2,true,4
200,1,true,5
201,3,true,1
201,4,true,2
201,0,true,3
201,2,true,4
201,1,true,5
202,4,true,1
202,0,true,2
202,3,true,3
202,2,true,4
202,1,true,5
203,1,true,1
203,0,true,2
203,3,true,3
203,4,true,4
203,2,true,5
204,3,true,1
204,1,true,2
204,0,true,3
204,4,true,4
204,2,true,5
205,3,true,1
205,0,true,2
205,4,true,3
205,1,true,4
205,2,true,5
206,0,true,1
206,3,true,2
206,4,true,3
206,2,true,4
206,1,true,5
207,2,true,1
207,0,true,2
207,4,true,3
207,1,true,4
207,3,true,5
208,3,true,1
208,0,true,2
208,4,true,3
208,1,true,4
208,2,true,5
209,3,true,1
209,0,true,2
209,4,true,3
209,2,true,4
209,1,true,5
210,0,true,1
210,2,true,2
210,4,true,3
210,1,true,4
210,3,true,5
211,1,true,1
211,0,true,2
211,2,true,3
211,4,true,4
211,3,true,5
212,3,true,1
212,0,true,2
212,4,true,3
212,1,true,4
212,2,true,5
213,3,true,1
213,0,true,2
213,1,true,3
213,4,true,4
213,2,true,5
214,3,true,1
214,0,true,2
214,4,true,3
214,1,true,4
214,2,true,5
215,0,true,1
215,1,true,2
215,2,true,3
215,4,true,4
215,3,true,5
216,3,true,1
216,0,true,2
216,4,true,3
216,1,true,4
216,2,true,5
217,4,true,1
217,2,true,2
217,0,true,3
217,1,true,4
217,3,true,5
218,1,true,1
218,0,true,2
218,4,true,3
218,2,true,4
218,3,true,5
219,2,true,1
219,0,true,2
219,4,true,3
219,1,true,4
219,3,true,5
220,2,true,1
220,0,true,2
220,4,true,3
220,1,true,4
220,3,true,5
221,0,true,1
221,2,true,2
221,4,true,3
221,3,true,4
221,1,true,5
222,1,true,1
222,0,true,2
222,2,true,3
222,4,true,4
222,3,true,5
223,0,true,1
223,2,true,2
223,4,true,3
223,1,true,4
223,3,true,5
224,3,true,1
224,0,true,2
224,1,true,3
224,4,true,4
224,2,true,5
225,3,true,1
225,0,true,2
225,4,true,3
225,1,true,4
225,2,true,5
226,2,true,1
226,0,true,2
226,1,true,3
226,4,true,4
226,3,true,5
227,0,true,1
227,4,true,2
227,2,true,3
227,3,true,4
227,1,true,5
228,4,true,1
228,2,true,2
228,0,true,3
228,1,true,4
228,3,true,5
229,3,true,1
229,4,true,2
229,0,true,3
229,2,true,4
229,1,true,5
230,1,true,1
230,0,true,2
230,4,true,3
230,2,true,4
230,3,true,5
231,0,true,1
231,2,true,2
231,1,true,3
231,4,true,4
231,3,true,5
232,3,true,1
232,4,true,2
232,0,true,3
232,2,true,4
232,1,true,5
233,2,true,1
233,4,true,2
233,0,true,3
233,1,true,4
233,3,true,5
234,3,true,1
234,0,true,2
234,4,true,3
234,1,true,4
234,2,true,5
235,2,true,1
235,0,true,2
235,4,true,3
235,1,true,4
235,3,true,5
236,3,true,1
236,4,true,2
236,2,true,3
236,0,true,4
236,1,true,5
237,3,true,1
237,4,true,2
237,0,true,3
237,2,true,4
237,1,true,5
238,3,true,1
238,4,true,2
238,0,true,3
238,2,true,4
238,1,true,5
239,3,true,1
239,0,true,2
239,4,true,3
239,2,true,4
239,1,true,5
240,3,true,1
240,0,true,2
240,4,true,3
240,1,true,4
240,2,true,5
241,3,true,1
241,4,true,2
241,0,true,3
241,2,true,4
241,1,true,5
242,1,true,1
242,0,true,2
242,4,true,3
242,2,true,4
242,3,true,5
243,3,true,1
243,4,true,2
243,0,true,3
243,2,true,4
243,1,true,5
244,0,true,1
244,4,true,2
244,2,true,3
244,3,true,4
244,1,true,5
245,4,true,1
245,0,true,2
245,3,true,3
245,2,true,4
245,1,true,5
246,0,true,1
246,1,true,2
246,4,true,3
246,3,true,4
246,2,true,5
247,0,true,1
247,3,true,2
247,4,true,3
247,2,true,4
247,1,true,5
248,4,true,1
248,2,true,2
248,0,true,3
248,3,true,4
248,1,true,5
249,3,true,1
249,0,true,2
249,1,true,3
249,4,true,4
249,2,true,5
250,0,true,1
250,2,true,2
250,4,true,3
250,1,true,4
250,3,true,5
251,0,true,1
251,1,true,2
251,3,true,3
251,2,true,4
251,4,true,5
252,0,true,1
252,2,true,2
252,4,true,3
252,1,true,4
252,3,true,5
253,1,true,1
253,0,true,2
253,4,true,3
253,2,true,4
253,3,true,5
254,3,true,1
254,0,true,2
254,4,true,3
254,1,true,4
254,2,true,5
255,0,true,1
255,3,true,2
255,1,true,3
255,4,true,4
255,2,true,5
256,3,true,1
256,0,true,2
256,4,true,3
256,2,true,4
256,1,true,5
257,1,true,1
257,3,true,2
257,0,true,3
257,4,true,4
257,2,true,5
258,4,true,1
258,2,true,2
258,0,true,3
258,1,true,4
258,3,true,5
259,0,true,1
259,4,true,2
259,2,true,3
259,3,true,4
259,1,true,5
260,3,true,1
260,0,true,2
260,4,true,3
260,2,true,4
260,1,true,5
261,3,true,1
261,1,true,2
261,0,true,3
261,4,true,4
261,2,true,5
262,3,true,1
262,0,true,2
262,4,true,3
262,1,true,4
262,2,true,5
263,3,true,1
263,4,true,2
263,0,true,3
263,2,true,4
263,1,true,5
264,3,true,1
264,0,true,2
264,4,true,3
264,1,true,4
264,2,true,5
265,3,true,1
265,0,true,2
265,4,true,3
265,2,true,4
265,1,true,5
266,3,true,1
266,4,true,2
266,0,true,3
266,2,true,4
266,1,true,5
267,3,true,1
267,1,true,2
267,0,true,3
267,4,true,4
267,2,true,5
268,4,true,1
268,0,true,2
268,3,true,3
268,2,true,4
268,1,true,5
269,2,true,1
269,4,true,2
269,0,true,3
269,1,true,4
269,3,true,5
270,0,true,1
270,1,true,2
270,3,true,3
270,4,true,4
270,2,true,5
271,4,true,1
271,3,true,2
271,0,true,3
271,2,true,4
271,1,true,5
272,3,true,1
272,4,true,2
272,0,true,3
272,2,true,4
272,1,true,5
273,2,true,1
273,0,true,2
273,4,true,3
273,1,true,4
273,3,true,5
274,2,true,1
274,4,true,2
274,0,true,3
274,3,true,4
274,1,true,5
275,3,true,1
275,4,true,2
275,0,true,3
275,2,true,4
275,1,true,5
276,4,true,1
276,2,true,2
276,0,true,3
276,3,true,4
276,1,true,5
277,3,true,1
277,4,true,2
277,0,true,3
277,2,true,4
277,1,true,5
278,3,true,1
278,0,true,2
278,4,true,3
278,2,true,4
278,1,true,5
279,4,true,1
279,2,true,2
279,0,true,3
279,1,true,4
279,3,true,5
280,2,true,1
280,0,true,2
280,4,true,3
280,3,true,4
280,1,true,5
281,1,true,1
281,0,true,2
281,3,true,3
281,4,true,4
281,2,true,5
282,3,true,1
282,0,true,2
282,4,true,3
282,2,true,4
282,1,true,5
283,1,true,1
283,0,true,2
283,2,true,3
283,4,true,4
283,3,true,5
284,0,true,1
284,1,true,2
284,2,true,3
284,4,true,4
284,3,true,5
285,4,true,1
285,3,true,2
285,0,true,3
285,2,true,4
285,1,true,5
286,4,true,1
286,2,true,2
286,3,true,3
286,0,true,4
286,1,true,5
287,3,true,1
287,4,true,2
287,0,true,3
287,2,true,4
287,1,true,5
288,4,true,1
288,2,true,2
288,0,true,3
288,1,true,4
288,3,true,5
289,1,true,1
289,3,true,2
289,0,true,3
289,4,true,4
289,2,true,5
290,1,true,1
290,3,true,2
290,0,true,3
290,4,true,4
290,2,true,5
291,3,true,1
291,0,true,2
291,4,true,3
291,2,true,4
291,1,true,5
292,3,true,1
292,4,true,2
292,0,true,3
292,2,true,4
292,1,true,5
293,4,true,1
293,3,true,2
293,2,true,3
293,0,true,4
293,1,true,5
294,4,true,1
294,2,true,2
294,0,true,3
294,3,true,4
294,1,true,5
295,1,true,1
295,0,true,2
295,2,true,3
295,4,true,4
295,3,true,5
296,3,true,1
296,4,true,2
296,0,true,3
296,2,true,4
296,1,true,5
297,3,true,1
297,0,true,2
297,4,true,3
297,2,true,4
297,1,true,5
298,4,true,1
298,3,true,2
298,0,true,3
298,2,true,4
298,1,true,5
299,4,true,1
299,0,true,2
299,2,true,3
299,1,true,4
299,3,true,5
300,3,true,1
300,0,true,2
300,4,true,3
300,1,true,4
300,2,true,5
301,1,true,1
301,3,true,2
301,0,true,3
301,4,true,4
301,2,true,5
302,3,true,1
302,0,true,2
302,4,true,3
302,1,true,4
302,2,true,5
303,3,true,1
303,0,true,2
303,4,true,3
303,1,true,4
303,2,true,5
304,0,true,1
304,2,true,2
304,4,true,3
304,1,true,4
304,3,true,5
305,1,true,1
305,0,true,2
305,2,true,3
305,4,true,4
305,3,true,5
306,1,true,1
306,0,true,2
306,2,true,3
306,4,true,4
306,3,true,5
307,3,true,1
307,0,true,2
307,4,true,3
307,1,true,4
307,2,true,5
308,4,true,1
308,3,true,2
308,0,true,3
308,2,true,4
308,1,true,5
309,4,true,1
309,3,true,2
309,0,true,3
309,2,true,4
309,1,true,5
310,2,true,1
310,0,true,2
310,4,true,3
310,1,true,4
310,3,true,5
311,2,true,1
311,0,true,2
311,4,true,3
311,1,true,4
311,3,true,5
312,1,true,1
312,0,true,2
312,4,true,3
312,2,true,4
312,3,true,5
313,4,true,1
313,3,true,2
313,0,true,3
313,2,true,4
313,1,true,5
314,0,true,1
314,4,true,2
314,1,true,3
314,2,true,4
314,3,true,5
315,3,true,1
315,0,true,2
315,4,true,3
315,2,true,4
315,1,true,5
316,4,true,1
316,0,true,2
316,3,true,3
316,2,true,4
316,1,true,5
317,0,true,1
317,1,true,2
317,2,true,3
317,4,true,4
317,3,true,5
318,0,true,1
318,1,true,2
318,2,true,3
318,4,true,4
318,3,true,5
319,1,true,1
319,0,true,2
319,2,true,3
319,4,true,4
319,3,true,5
320,3,true,1
320,0,true,2
320,4,true,3
320,2,true,4
320,1,true,5
321,1,true,1
321,0,true,2
321,2,true,3
321,4,true,4
321,3,true,5
322,1,true,1
322,0,true,2
322,4,true,3
322,3,true,4
322,2,true,5
323,0,true,1
323,1,true,2
323,2,true,3
323,4,true,4
323,3,true,5
324,0,true,1
324,1,true,2
324,2,true,3
324,4,true,4
324,3,true,5
325,0,true,1
325,2,true,2
325,1,true,3
325,4,true,4
325,3,true,5
326,3,true,1
326,0,true,2
326,4,true,3
326,1,true,4
326,2,true,5
327,3,true,1
327,0,true,2
327,1,true,3
327,4,true,4
327,2,true,5
328,1,true,1
328,0,true,2
328,2,true,3
328,4,true,4
328,3,true,5
329,1,true,1
329,0,true,2
329,3,true,3
329,4,true,4
329,2,true,5
330,2,true,1
330,0,true,2
330,4,true,3
330,1,true,4
330,3,true,5
331,1,true,1
331,0,true,2
331,3,true,3
331,4,true,4
331,2,true,5
332,1,true,1
332,0,true,2
332,4,true,3
332,2,true,4
332,3,true,5
333,3,true,1
333,0,true,2
333,4,true,3
333,1,true,4
333,2,true,5
334,1,true,1
334,0,true,2
334,2,true,3
334,4,true,4
334,3,true,5
335,0,true,1
335,4,true,2
335,2,true,3
335,3,true,4
335,1,true,5
336,3,true,1
336,4,true,2
336,0,true,3
336,2,true,4
336,1,true,5
337,1,true,1
337,0,true,2
337,4,true,3
337,2,true,4
337,3,true,5
338,4,true,1
338,2,true,2
338,0,true,3
338,3,true,4
338,1,true,5
339,1,true,1
339,0,true,2
339,4,true,3
339,2,true,4
339,3,true,5
340,1,true,1
340,0,true,2
340,3,true,3
340,4,true,4
340,2,true,5
341,4,true,1
341,2,true,2
341,0,true,3
341,3,true,4
341,1,true,5
342,0,true,1
342,2,true,2
342,4,true,3
342,1,true,4
342,3,true,5
343,3,true,1
343,0,true,2
343,1,true,3
343,4,true,4
343,2,true,5
344,0,true,1
344,1,true,2
344,4,true,3
344,3,true,4
344,2,true,5
345,2,true,1
345,4,true,2
345,0,true,3
345,1,true,4
345,3,true,5
346,3,true,1
346,4,true,2
346,0,true,3
346,2,true,4
346,1,true,5
347,0,true,1
347,1,true,2
347,2,true,3
347,3,true,4
347,4,true,5
348,0,true,1
348,3,true,2
348,4,true,3
348,2,true,4
348,1,true,5
